7.202766e+00,1.318320e-01,-2.448979e+01,-3.810657e-04
7.594543e+00,-1.327090e-01,-2.503599e+01,-3.625815e-04
7.177971e+00,5.861000e-02,-2.523656e+01,-2.536179e-04
7.560131e+00,-2.296930e-01,-2.582443e+01,-2.252971e-04
7.980915e+00,-5.696370e-01,-2.545361e+01,-3.293367e-04
8.049427e+00,-8.048950e-01,-2.478038e+01,-4.423396e-04
7.558517e+00,-4.082960e-01,-2.434776e+01,-4.538175e-04
7.616806e+00,-1.048960e-01,-2.364777e+01,-7.153533e-04
7.345345e+00,5.294290e-01,-2.373312e+01,-6.872298e-04
6.745346e+00,7.586100e-01,-2.410394e+01,-3.662630e-04
6.477970e+00,3.259860e-01,-2.480394e+01,-1.917776e-04
6.260132e+00,1.679020e-01,-2.573148e+01,-9.811143e-05
6.960133e+00,-1.797330e-01,-2.608449e+01,-1.220383e-04
7.330952e+00,-6.005130e-01,-2.642442e+01,-1.264251e-04
7.930954e+00,-8.296940e-01,-2.605360e+01,-2.054609e-04
7.591011e+00,-1.200514e+00,-2.647440e+01,-1.209073e-04
8.027939e+00,-1.618131e+00,-2.608803e+01,-1.687233e-04
7.355751e+00,-1.873736e+00,-2.654291e+01,-7.689974e-05
7.752350e+00,-2.306360e+00,-2.605200e+01,-1.088830e-04
8.512760e+00,-2.332476e+00,-2.580229e+01,-2.148275e-04
8.909111e+00,-1.732476e+00,-2.546298e+01,-4.125423e-04
9.169170e+00,-2.332476e+00,-2.551296e+01,-4.018875e-04
9.509109e+00,-1.961656e+00,-2.509216e+01,-7.283478e-04
9.138290e+00,-1.361656e+00,-2.486299e+01,-7.859493e-04
9.606098e+00,-2.750093e+00,-2.512657e+01,-5.435595e-04
1.002440e+01,-2.649047e+00,-2.475738e+01,-8.822564e-04
1.032780e+01,-3.349047e+00,-2.481567e+01,-8.178586e-04
1.071740e+01,-2.490754e+00,-2.445976e+01,-1.817339e-03
1.119305e+01,-3.349047e+00,-2.481567e+01,-1.475988e-03
1.156363e+01,-2.448496e+00,-2.433118e+01,-3.546407e-03
1.090355e+01,-1.961640e+00,-2.377126e+01,-3.417208e-03
1.142887e+01,-2.261255e+00,-2.341544e+01,-5.412929e-03
1.090355e+01,-1.961640e+00,-2.302962e+01,-4.819701e-03
1.030355e+01,-1.732460e+00,-2.340044e+01,-3.154054e-03
1.166968e+01,-2.827462e+00,-2.272584e+01,-6.281748e-03
1.086408e+01,-2.441546e+00,-2.230577e+01,-5.175703e-03
1.247675e+01,-2.598008e+00,-2.313966e+01,-1.040726e-02
1.294646e+01,-3.130997e+00,-2.270906e+01,-1.297424e-02
1.253867e+01,-3.890997e+00,-2.232082e+01,-8.852792e-03
1.163449e+01,-3.456369e+00,-2.191974e+01,-6.529528e-03
1.073220e+01,-2.954649e+00,-2.158112e+01,-4.808304e-03
1.010664e+01,-2.152229e+00,-2.183765e+01,-4.194786e-03
1.004835e+01,-2.455629e+00,-2.113763e+01,-4.384825e-03
9.857002e+00,-1.726636e+00,-2.136734e+01,-4.884978e-03
9.383835e+00,-1.337066e+00,-2.202966e+01,-3.467956e-03
9.492882e+00,-9.976250e-01,-2.096570e+01,-6.316683e-03
8.815750e+00,-6.382910e-01,-2.174048e+01,-3.164175e-03
8.514011e+00,-1.222162e+00,-2.293143e+01,-1.293562e-03
9.408783e+00,-1.526791e+00,-2.324330e+01,-1.976507e-03
8.514011e+00,-1.222162e+00,-2.379668e+01,-8.863262e-04
9.138290e+00,-1.361656e+00,-2.412134e+01,-1.148626e-03
8.049427e+00,-8.048950e-01,-2.391515e+01,-6.659743e-04
8.023102e+00,-8.255620e-01,-2.336406e+01,-8.299931e-04
8.123276e+00,-3.150840e-01,-2.232668e+01,-1.724919e-03
7.684658e+00,1.330790e-01,-2.313312e+01,-1.011385e-03
7.426556e+00,5.506950e-01,-2.245740e+01,-1.264030e-03
7.395309e+00,7.894860e-01,-2.313312e+01,-1.013322e-03
6.974525e+00,1.129430e+00,-2.276230e+01,-8.348409e-04
6.974525e+00,1.129430e+00,-2.350394e+01,-6.231313e-04
6.374527e+00,1.468738e+00,-2.310759e+01,-5.084753e-04
6.374527e+00,1.179390e+00,-2.376399e+01,-3.587337e-04
5.674526e+00,1.527025e+00,-2.341099e+01,-2.397207e-04
5.572994e+00,9.954490e-01,-2.460731e+01,-1.189656e-04
5.148674e+00,1.298979e+00,-2.425661e+01,-1.031869e-04
4.906096e+00,1.226509e+00,-2.501442e+01,-5.514407e-05
5.506096e+00,8.872010e-01,-2.541077e+01,-7.648141e-05
6.031414e+00,5.875860e-01,-2.502495e+01,-1.251451e-04
4.906096e+00,9.371610e-01,-2.567082e+01,-3.820445e-05
5.276917e+00,5.163810e-01,-2.601076e+01,-4.271679e-05
4.580015e+00,5.716270e-01,-2.655815e+01,-1.860403e-05
5.064135e+00,-3.751200e-02,-2.685696e+01,-1.937904e-05
4.528751e+00,1.777090e-01,-2.743648e+01,-1.041798e-05
5.421753e+00,-6.016680e-01,-2.768910e+01,-1.477170e-05
5.842514e+00,-5.078160e-01,-2.682481e+01,-3.116142e-05
6.048096e+00,-9.589010e-01,-2.722908e+01,-2.678913e-05
6.334122e+00,-1.414402e+00,-2.759351e+01,-2.443162e-05
5.984615e+00,-1.204683e+00,-2.838046e+01,-1.253034e-05
6.275833e+00,-1.717801e+00,-2.829350e+01,-1.444529e-05
6.693451e+00,-2.393520e+00,-2.803540e+01,-1.747946e-05
6.774235e+00,-2.023070e+00,-2.724658e+01,-3.198574e-05
7.071617e+00,-1.370230e+00,-2.673030e+01,-6.548096e-05
6.981544e+00,-2.795835e+00,-2.732767e+01,-2.632603e-05
6.739033e+00,-3.518906e+00,-2.802005e+01,-1.199098e-05
6.987007e+00,-4.064246e+00,-2.731718e+01,-1.647669e-05
6.720490e+00,-4.585132e+00,-2.801112e+01,-7.909695e-06
7.196098e+00,-4.800270e+00,-2.731718e+01,-1.467391e-05
7.254387e+00,-4.496870e+00,-2.661719e+01,-2.451271e-05
7.768478e+00,-5.226902e+00,-2.665570e+01,-2.520378e-05
7.856468e+00,-4.137444e+00,-2.602470e+01,-5.532330e-05
8.365349e+00,-4.910641e+00,-2.598140e+01,-6.146284e-05
8.797974e+00,-4.210641e+00,-2.571403e+01,-1.236978e-04
8.386616e+00,-3.586360e+00,-2.578362e+01,-1.187064e-04
8.224663e+00,-3.015926e+00,-2.577400e+01,-1.334378e-04
7.682610e+00,-2.895531e+00,-2.615463e+01,-7.811897e-05
8.930378e+00,-3.008195e+00,-2.554419e+01,-2.382632e-04
9.122639e+00,-3.586360e+00,-2.557454e+01,-2.210662e-04
9.555264e+00,-4.286360e+00,-2.584190e+01,-1.981605e-04
8.468475e+00,-5.494278e+00,-2.622308e+01,-4.771900e-05
8.201099e+00,-5.926902e+00,-2.692308e+01,-2.321840e-05
7.613716e+00,-5.475988e+00,-2.757529e+01,-1.354919e-05
8.363937e+00,-6.193499e+00,-2.747374e+01,-1.886488e-05
8.734756e+00,-6.793499e+00,-2.770293e+01,-1.661887e-05
8.156025e+00,-6.488600e+00,-2.815495e+01,-1.026980e-05
8.394817e+00,-7.164319e+00,-2.812370e+01,-9.678377e-06
8.734756e+00,-7.535139e+00,-2.770293e+01,-1.262195e-05
8.963936e+00,-7.164319e+00,-2.710292e+01,-2.238617e-05
8.784721e+00,-7.795196e+00,-2.710292e+01,-1.527070e-05
9.016251e+00,-7.547101e+00,-2.620998e+01,-3.022838e-05
9.132355e+00,-6.886449e+00,-2.640292e+01,-4.014118e-05
9.388687e+00,-7.125703e+00,-2.570413e+01,-6.104318e-05
9.528957e+00,-6.453826e+00,-2.591200e+01,-8.013173e-05
9.721054e+00,-6.759717e+00,-2.532849e+01,-1.030669e-04
1.015368e+01,-6.059717e+00,-2.559587e+01,-1.705326e-04
9.832355e+00,-5.753826e+00,-2.597029e+01,-1.220447e-04
1.029690e+01,-5.486360e+00,-2.584190e+01,-2.115180e-04
9.926083e+00,-4.886360e+00,-2.607109e+01,-1.733201e-04
1.055696e+01,-4.886360e+00,-2.589188e+01,-3.092215e-04
1.029690e+01,-4.286360e+00,-2.584190e+01,-3.373605e-04
1.112087e+01,-4.305499e+00,-2.569252e+01,-6.409777e-04
1.076042e+01,-3.839958e+00,-2.521226e+01,-7.294328e-04
1.164242e+01,-3.832113e+00,-2.532515e+01,-1.308042e-03
1.129298e+01,-4.886360e+00,-2.568278e+01,-5.870555e-04
1.187675e+01,-4.995997e+00,-2.566278e+01,-8.280583e-04
1.140863e+01,-5.868322e+00,-2.548910e+01,-4.904483e-04
1.253483e+01,-6.075781e+00,-2.533897e+01,-1.125477e-03
1.288909e+01,-4.822939e+00,-2.533788e+01,-2.121004e-03
1.247675e+01,-3.890997e+00,-2.545877e+01,-2.191229e-03
1.200705e+01,-3.130997e+00,-2.516847e+01,-2.347490e-03
1.294646e+01,-3.130997e+00,-2.516847e+01,-4.382054e-03
1.247675e+01,-2.598008e+00,-2.473788e+01,-4.971545e-03
1.323675e+01,-2.661292e+00,-2.440848e+01,-9.452610e-03
1.230281e+01,-2.345270e+00,-2.382881e+01,-7.521271e-03
1.323675e+01,-2.661292e+00,-2.346907e+01,-1.438453e-02
1.376975e+01,-3.091886e+00,-2.393877e+01,-1.370439e-02
1.370646e+01,-3.421292e+00,-2.317877e+01,-1.666100e-02
1.399675e+01,-3.890997e+00,-2.393877e+01,-1.202356e-02
1.381020e+01,-4.362697e+00,-2.312546e+01,-1.314294e-02
